"unique_ID","species","Long","Lat","BIO1","BIO2","BIO3","BIO4","BIO5","BIO6","BIO7","BIO8","BIO9","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19"
680,"Eucalyptus elegans",150.693333333333,-27.1166666666667,"191","144","50","5160","323","40","283","245","121","252","121","651","96","30","40","257","102","252","102"
681,"Eucalyptus woollsiana (E. pilligaensis)",150.658611111111,-27.1511111111111,"192","144","50","5176","324","40","284","245","121","252","121","645","93","30","40","252","102","248","102"
682,"Eucalyptus exserta",150.483055555556,-27.1341666666667,"192","143","50","5197","324","40","284","246","121","253","121","643","91","31","38","247","104","246","104"
683,"Eucalyptus panda",150.483333333333,-27.1325,"192","143","50","5197","324","40","284","246","121","253","121","643","91","31","38","247","104","246","104"
684,"Corymbia trachyphloia subsp. amphistomatica",150.485833333333,-27.1252777777778,"192","143","50","5197","324","40","284","246","121","253","121","643","91","31","38","247","104","246","104"
685,"Eucalyptus nubilis (E. fibrosa subsp. nubila)",150.509444444444,-27.0561111111111,"192","144","50","5202","325","40","285","246","121","253","121","649","94","31","39","252","104","252","104"
686,"Eucalyptus argophloia",150.734722222222,-26.6311111111111,"194","144","50","5060","324","41","283","253","137","253","124","648","98","28","40","259","98","259","101"
687,"Corymbia bloxsomei",150.755833333333,-26.4947222222222,"192","144","51","4993","322","40","282","250","137","250","124","655","97","29","40","262","98","262","101"
688,"Corymbia watsoniana subsp. watsoniana",150.755833333333,-26.4947222222222,"192","144","51","4993","322","40","282","250","137","250","124","655","97","29","40","262","98","262","101"
689,"Eucalyptus dura",150.868055555556,-26.3525,"189","144","51","4931","318","38","280","247","134","247","121","665","97","30","41","267","100","267","101"
690,"Eucalyptus melanophloia subsp. melanophloia",150.048055555556,-26.2672222222222,"199","146","50","5175","331","43","288","259","141","259","127","659","93","27","41","268","97","268","103"
696,"Eucalyptus cloeziana",149.989166666667,-25.1847222222222,"200","148","52","4903","328","45","283","257","146","257","132","697","101","27","43","286","97","286","101"
697,"Eucalyptus cambageana",150.014444444444,-24.7066666666667,"211","147","53","4680","334","57","277","265","159","265","145","663","99","24","48","282","84","282","87"
698,"Eucalyptus orgadophila",148.900555555556,-24.5769444444444,"208","149","52","4889","338","53","285","264","154","264","140","683","112","21","53","311","79","311","84"
700,"Corymbia watsoniana subsp. capillata (C. catenaria)",148.242777777778,-24.2238888888889,"210","147","51","4928","341","56","285","266","156","266","141","709","124","21","57","340","75","340","80"
701,"Corymbia hendersonii",148.242777777778,-24.2238888888889,"210","147","51","4928","341","56","285","266","156","266","141","709","124","21","57","340","75","340","80"
702,"Corymbia citriodora ",148.233333333333,-24.225,"210","147","51","4928","341","56","285","266","156","266","141","709","124","21","57","340","75","340","80"
702,"Corymbia citriodora",148.233333333333,-24.225,"210","147","51","4928","341","56","285","266","156","266","141","709","124","21","57","340","75","340","80"
704,"Eucalyptus sphaerocarpa",149.069444444444,-23.8105555555556,"182","138","51","4603","304","38","266","234","130","234","117","775","118","25","50","344","91","344","97"
705,"Eucalyptus saligna",149.083888888889,-23.8397222222222,"188","139","52","4581","309","43","266","240","136","240","123","763","118","25","51","342","90","342","94"
708,"Corymbia intermedia",149.082777777778,-23.8397222222222,"181","139","52","4629","304","37","267","234","129","234","116","777","119","25","50","344","93","344","99"
709,"Eucalyptus cameronii (E. mensalis)",149.082777777778,-23.8397222222222,"181","139","52","4629","304","37","267","234","129","234","116","777","119","25","50","344","93","344","99"
711,"Corymbia bunites",149.034166666667,-23.8094444444444,"187","139","52","4595","309","42","267","239","135","239","122","755","117","24","51","339","88","339","93"
712,"Eucalyptus moluccana",150.953333333333,-23.8011111111111,"222","109","51","3652","315","104","211","264","180","264","170","817","132","25","54","364","88","364","93"
713,"Eucalyptus tereticornis subsp. tereticornis",151.431666666667,-24.1113888888889,"223","102","51","3510","312","112","200","263","182","263","173","1017","172","26","57","470","104","470","119"
714,"Corymbia trachyphloia subsp. trachyphloia",152.368611111111,-25.1763888888889,"213","106","52","3484","303","100","203","251","172","253","164","1074","163","31","50","458","122","457","139"
715,"Eucalyptus latisinensis",152.368611111111,-25.1763888888889,"213","106","52","3484","303","100","203","251","172","253","164","1074","163","31","50","458","122","457","139"
716,"Eucalyptus hallii",152.372222222222,-25.17,"213","106","52","3484","303","100","203","251","172","253","164","1074","163","31","50","458","122","457","139"
717,"Eucalyptus siderophloia",152.580555555556,-26.1355555555556,"205","124","52","3899","309","73","236","250","159","250","150","1068","157","34","45","444","135","444","151"
718,"Eucalyptus racemosa",152.983333333333,-26.8025,"201","101","50","3557","288","86","202","240","159","242","151","1722","251","43","48","734","192","669","242"
719,"Eucalyptus conglomerata",152.955,-26.8488888888889,"200","105","50","3643","289","83","206","240","158","242","149","1649","244","42","48","707","180","654","223"
720,"Eucalyptus kabiana",152.880833333333,-26.895,"196","108","51","3702","288","78","210","237","153","239","144","1636","242","42","48","700","181","650","224"
722,"Eucalyptus blakelyi",151.560555555556,-29.7458333333333,"140","134","50","4877","269","2","267","189","110","199","74","839","113","41","32","310","142","299","151"
723,"Eucalyptus dealbata",150.487222222222,-29.9036111111111,"165","153","49","5584","315","8","307","235","130","235","92","778","102","40","30","278","145","278","145"
724,"Eucalyptus dealbata",150.067777777778,-30.1397222222222,"164","146","48","5650","314","13","301","234","89","234","89","817","113","46","28","284","161","284","161"
725,"Eucalyptus rossii",149.471388888889,-30.8247222222222,"176","147","48","5646","328","26","302","246","101","246","101","694","104","40","30","244","131","244","131"
728,"Eucalyptus vicina",146.691388888889,-31.5511111111111,"184","133","44","5844","336","40","296","252","120","258","107","453","56","22","25","153","83","147","89"
729,"Eucalyptus viridis",146.509166666667,-31.5602777777778,"181","131","44","5869","333","39","294","250","117","255","104","458","56","24","24","155","88","145","93"
730,"Eucalyptus morrisii",146.279722222222,-31.5408333333333,"182","130","44","5844","332","40","292","250","118","255","105","446","54","24","24","153","87","139","92"
732,"Eucalyptus calycogona subsp. trachybasis",140.499444444444,-35.3244444444444,"157","140","53","4345","307","45","262","109","212","213","102","380","45","17","31","127","57","61","126"
736,"Eucalyptus polybractea",147.073333333333,-33.8922222222222,"162","129","44","5763","317","28","289","166","236","236","88","508","52","34","13","140","118","118","121"
737,"Eucalyptus macrorhyncha subsp. macrorhyncha",148.413611111111,-33.9227777777778,"148","138","47","5564","308","15","293","111","191","220","77","729","75","51","13","208","162","174","191"
742,"Eucalyptus polyanthemos subsp. polyanthemos",150.002777777778,-32.6936111111111,"137","127","47","5019","274","6","268","200","106","200","71","776","96","49","22","254","158","254","163"
743,"Eucalyptus dawsonii",150.074722222222,-32.6086111111111,"148","132","48","5068","286","13","273","211","117","211","81","704","92","42","26","240","137","240","138"
746,"Eucalyptus caleyi subsp. caleyi",150.228055555556,-32.8563888888889,"136","125","47","4882","270","8","262","197","72","197","72","803","104","48","26","275","154","275","154"
746,"Eucalyptus caleyi subsp. caleyi",150.228055555556,-32.4036111111111,"164","137","48","5092","303","23","280","227","97","227","97","629","91","33","34","233","108","233","108"
747,"Eucalyptus conica",150.222222222222,-32.4038888888889,"164","137","48","5092","303","23","280","227","97","227","97","629","91","33","34","233","108","233","108"
747,"Eucalyptus conica x E. microcarpa",150.222222222222,-32.4038888888889,"164","137","48","5092","303","23","280","227","97","227","97","629","91","33","34","233","108","233","108"
751,"Eucalyptus dwyeri",150.047222222222,-32.3019444444444,"159","134","48","5142","298","20","278","223","92","223","92","643","90","35","31","229","115","229","115"
753,"Eucalyptus nobilis",150.166388888889,-31.8611111111111,"138","130","47","5207","277","3","274","203","79","203","69","900","118","55","24","301","181","301","190"
759,"Eucalyptus lactea (E. praecox)",150.151666666667,-31.7697222222222,"125","127","47","5215","264","-6","270","190","66","190","56","995","123","64","20","318","214","318","223"
760,"Eucalyptus bridgesiana (large juveniles)",149.952777777778,-31.7447222222222,"133","131","47","5308","275","-1","276","200","73","200","64","903","113","58","21","292","192","292","198"
762,"Eucalyptus camphora subsp. camphora",150.102222222222,-32.7466666666667,"133","124","47","4970","268","5","263","196","103","196","68","810","101","51","23","267","166","267","167"
763,"Eucalyptus tenella",150.150833333333,-32.7486111111111,"135","125","47","4959","270","7","263","197","79","197","70","801","101","50","24","268","162","268","162"
770,"Eucalyptus corticosa",150.228055555556,-32.4036111111111,"164","137","48","5092","303","23","280","227","97","227","97","629","91","33","34","233","108","233","108"
770,"Eucalyptus corticosa",150.228055555556,-32.8563888888889,"136","125","47","4882","270","8","262","197","72","197","72","803","104","48","26","275","154","275","154"
771,"Eucalyptus multicaulis",150.355277777778,-32.9175,"138","123","47","4808","268","10","258","194","83","197","74","852","114","47","28","301","153","300","154"
772,"Eucalyptus apiculata (E. laophila)",150.350555555556,-32.9219444444444,"138","123","47","4808","268","10","258","194","83","197","74","852","114","47","28","301","153","300","154"
773,"Eucalyptus bensonii",150.361944444444,-32.9325,"138","123","47","4808","268","10","258","194","83","197","74","852","114","47","28","301","153","300","154"
776,"Eucalyptus alligatrix subsp. miscella",149.934722222222,-32.8372222222222,"140","130","47","5031","279","8","271","203","109","203","74","714","88","42","22","233","143","233","149"
777,"Eucalyptus melliodora",149.966111111111,-32.7122222222222,"140","129","47","5035","279","8","271","203","109","203","74","734","91","45","22","241","148","241","153"
779,"Eucalyptus macrorhyncha subsp. cannonii",149.923333333333,-33.0577777777778,"127","123","47","4906","264","3","261","189","97","189","63","783","92","45","19","246","158","246","165"
781,"Eucalyptus rossii",149.721666666667,-32.8213888888889,"128","125","46","5082","269","1","268","193","97","193","62","824","92","55","16","246","177","246","192"
783,"Eucalyptus behriana x E. odorata",138.786944444444,-34.3538888888889,"158","122","49","4468","300","53","247","108","215","215","102","477","61","17","41","175","57","59","172"
783,"Eucalyptus behriana",138.786944444444,-34.3538888888889,"158","122","49","4468","300","53","247","108","215","215","102","477","61","17","41","175","57","59","172"
792,"Eucalyptus diversifolia subsp. diversifolia",137.745555555556,-35.8441666666667,"152","68","47","2773","231","87","144","118","188","188","118","566","93","14","56","255","51","51","255"
804,"Eucalyptus obliqua",137.143055555556,-35.9811111111111,"152","65","47","2570","229","91","138","120","183","185","120","642","109","16","58","293","57","63","263"
805,"Eucalyptus ovata subsp. ovata",136.740555555556,-35.9680555555556,"146","63","46","2461","224","88","136","116","176","178","115","698","122","16","61","328","56","63","289"
806,"Eucalyptus rugosa",136.735833333333,-36.0113888888889,"146","62","46","2446","224","90","134","117","177","179","117","690","121","16","62","324","56","62","287"
812,"Eucalyptus remota",136.814166666667,-35.9058333333333,"145","65","46","2555","226","86","140","114","177","179","114","715","126","17","61","336","58","65","298"
815,"Eucalyptus baxteri",136.913055555556,-35.7136111111111,"142","69","46","2713","227","80","147","109","176","177","109","760","136","17","62","361","61","67","323"
819,"Eucalyptus cosmophylla",137.386944444444,-35.6077777777778,"152","75","47","2936","241","83","158","115","190","190","115","552","91","13","58","255","50","50","255"
822,"Eucalyptus odorata",137.531111111111,-35.6930555555556,"155","74","47","2874","242","87","155","120","193","193","120","501","83","12","59","231","45","45","231"
823,"Eucalyptus camaldulensis subsp. camaldulensis",137.5225,-35.6972222222222,"155","74","47","2874","242","87","155","120","193","193","120","501","83","12","59","231","45","45","231"
824,"Eucalyptus phenax subsp. compressa",137.5125,-35.7088888888889,"155","73","47","2850","240","87","153","119","192","192","119","510","84","12","58","234","46","46","234"
825,"Eucalyptus albopurpurea (atypical form)",137.638333333333,-35.7469444444444,"155","72","47","2821","239","87","152","119","191","191","119","507","84","12","57","231","45","45","231"
928,"Eucalyptus socialis subsp. viridans",138.210555555556,-33.9880555555556,"165","127","50","4529","309","55","254","116","222","223","107","386","50","17","37","138","52","53","138"
929,"Eucalyptus phenax subsp. phenax",138.174722222222,-33.9572222222222,"166","127","49","4515","310","55","255","117","222","223","108","378","50","16","38","137","51","51","137"
930,"Eucalyptus incrassata",138.174722222222,-33.9572222222222,"166","127","49","4515","310","55","255","117","222","223","108","378","50","16","38","137","51","51","137"
931,"Eucalyptus oleosa subsp. ampliata",138.001388888889,-32.9966666666667,"178","125","49","4751","315","60","255","124","235","237","116","363","44","17","31","120","53","54","114"
939,"Eucalyptus angulosa (SA variant)",135.725555555556,-34.8488888888889,"161","79","50","2755","244","89","155","126","194","196","126","524","93","11","62","247","44","45","247"
941,"Eucalyptus viminalis subsp. cygnetensis",135.688611111111,-34.8294444444444,"157","80","50","2809","242","85","157","122","191","193","122","555","99","11","62","263","45","46","263"
942,"Eucalyptus albopurpurea",135.698333333333,-34.8397222222222,"158","78","50","2722","241","87","154","124","191","193","124","545","97","11","62","257","45","46","257"
944,"Eucalyptus conglobata subsp. conglobata",135.867222222222,-34.8491666666667,"158","79","50","2798","243","86","157","123","192","194","123","530","92","11","60","247","45","46","247"
945,"Eucalyptus petiolaris (yellow flower morph)",135.8575,-34.4858333333333,"158","91","51","3108","254","77","177","118","197","197","118","507","86","13","57","234","50","50","234"
946,"Eucalyptus petiolaris (red flowered morph)",135.8575,-34.4858333333333,"158","91","51","3108","254","77","177","118","197","197","118","507","86","13","57","234","50","50","234"
947,"Eucalyptus pileata",135.864722222222,-34.4286111111111,"157","92","51","3140","255","76","179","117","197","197","117","503","85","13","58","232","49","49","232"
948,"Eucalyptus peninsularis",135.854444444444,-34.3411111111111,"155","95","51","3216","255","72","183","113","195","195","113","502","83","13","57","228","48","48","228"
949,"Eucalyptus calycogona subsp. spaffordii",135.728333333333,-34.1316666666667,"162","100","52","3318","266","74","192","119","203","203","119","449","76","10","57","206","41","41","206"
949,"Eucalyptus calycogona subsp. spaffordii",135.728333333333,-34.1775,"163","99","52","3274","265","76","189","120","204","204","120","450","77","10","57","207","41","41","207"
950,"Eucalyptus yalatensis",135.710555555556,-33.8580555555556,"165","110","52","3559","279","70","209","119","209","209","119","400","64","10","52","175","39","45","175"
980,"Eucalyptus largiflorens",141.925833333333,-34.0133333333333,"173","137","47","5141","330","44","286","142","210","239","107","286","30","18","16","86","58","60","76"
981,"Eucalyptus dumosa",142.449444444444,-34.4208333333333,"169","138","48","5145","325","39","286","137","206","235","103","317","33","22","14","95","66","69","84"
983,"Eucalyptus cyanophylla",140.656944444444,-34.3333333333333,"170","142","50","4860","325","45","280","139","229","232","108","254","29","13","20","78","50","52","71"
1053,"Eucalyptus cladocalyx subsp. crassa",136.857222222222,-35.9772222222222,"152","63","46","2483","229","93","136","122","182","184","121","648","114","15","61","305","52","59","269"
1072,"Eucalyptus brachycalyx",133.457222222222,-31.8416666666667,"170","132","55","3900","293","53","240","125","216","217","117","297","41","8","40","111","38","40","111"
1074,"Eucalyptus calcareana",133.445,-31.8097222222222,"171","133","54","3914","296","54","242","126","217","219","118","287","39","8","39","107","38","40","106"
1076,"Eucalyptus capitanea",133.43,-31.7927777777778,"171","133","54","3914","296","54","242","126","217","219","118","287","39","8","39","107","38","40","106"
1078,"Eucalyptus yumbarrana",133.457777777778,-31.8122222222222,"171","133","54","3914","296","54","242","126","217","219","118","287","39","8","39","107","38","40","106"
1079,"Eucalyptus sp. 'Great Victoria Desert' (aff. leptophylla)",133.455833333333,-31.8241666666667,"171","133","54","3914","296","54","242","126","217","219","118","287","39","8","39","107","38","40","106"
1081,"Eucalyptus sp. 'Madura Beach' (aff. discreta)",127.043055555556,-32.0455555555556,"171","118","54","3459","276","60","216","133","212","213","124","297","40","14","31","109","49","55","97"
1087,"Eucalyptus urna",123.5325,-32.8236111111111,"170","135","54","3945","303","55","248","127","220","220","119","340","43","18","26","118","58","58","106"
1089,"Eucalyptus uncinata subsp. 'Esperance Plains'",123.379166666667,-33.3069444444444,"167","124","55","3559","286","61","225","128","211","211","120","425","56","18","36","159","59","59","153"
1090,"Eucalyptus micranthera",123.445833333333,-33.4633333333333,"165","121","55","3459","280","61","219","128","207","207","119","456","61","18","38","174","60","60","170"
1091,"Eucalyptus discreta",123.530833333333,-33.5472222222222,"164","120","55","3404","278","62","216","128","206","206","120","469","63","18","40","181","60","60","177"
1092,"Eucalyptus extrica",123.578333333333,-33.585,"165","120","56","3367","277","63","214","129","206","206","121","471","63","18","40","183","59","65","178"
1094,"Eucalyptus litorea",123.792222222222,-31.3925,"180","142","51","4667","326","49","277","184","150","238","118","233","26","15","19","69","48","54","59"
1094,"Eucalyptus litorea",123.792222222222,-33.6458333333333,"170","119","55","3315","280","67","213","134","210","211","126","447","61","16","41","176","54","60","170"
1095,"Eucalyptus occidentalis",123.367222222222,-33.7230555555556,"165","116","55","3267","274","66","208","131","205","205","122","504","69","17","43","199","59","64","198"
1098,"Eucalyptus x erythrandra (E. angulosa x E. tetraptera)",123.2625,-33.7466666666667,"165","116","55","3284","274","66","208","122","205","205","122","512","71","17","44","202","60","65","202"
1099,"Eucalyptus quadrans",121.693333333333,-33.3675,"166","112","53","3459","279","71","208","130","209","209","122","410","51","17","35","150","59","64","148"
1101,"Eucalyptus kessellii subsp. kessellii",122.124444444444,-33.2586111111111,"166","114","53","3538","281","67","214","129","210","210","120","401","51","18","35","147","58","60","145"
1102,"Eucalyptus creta",122.270833333333,-33.0730555555556,"166","119","52","3754","287","62","225","125","212","212","116","379","48","19","31","136","61","61","131"
1104,"Eucalyptus flocktoniae subsp. hebes",122.108055555556,-33.1469444444444,"166","117","53","3656","285","66","219","127","212","212","119","375","48","18","32","136","58","58","132"
1105,"Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx)",122.108055555556,-33.1469444444444,"166","117","53","3656","285","66","219","127","212","212","119","375","48","18","32","136","58","58","132"
1106,"Eucalyptus conglobata subsp. conglobata",122.108055555556,-33.1469444444444,"166","117","53","3656","285","66","219","127","212","212","119","375","48","18","32","136","58","58","132"
1107,"Eucalyptus ovularis",121.648055555556,-32.9969444444444,"166","119","52","3864","291","63","228","125","203","214","116","351","43","18","27","122","61","62","116"
1108,"Eucalyptus incrassata",120.783888888889,-32.695,"165","126","51","4276","302","56","246","119","207","219","110","382","45","20","28","130","66","69","128"
1109,"Eucalyptus obesa",120.6925,-32.6827777777778,"166","127","51","4295","303","56","247","119","208","220","110","381","45","19","28","130","64","67","128"
1110,"Eucalyptus deflexa",120.365833333333,-32.9202777777778,"167","127","52","4139","302","60","242","123","207","219","114","396","46","18","30","136","64","66","135"
1111,"Eucalyptus densa",120.216944444444,-33.0725,"163","127","52","4116","298","57","241","119","202","215","110","407","47","19","30","138","66","69","138"
1112,"Eucalyptus calycogona subsp. calycogona",120.216944444444,-33.0725,"163","127","52","4116","298","57","241","119","202","215","110","407","47","19","30","138","66","69","138"
1113,"Eucalyptus falcata",119.416388888889,-33.0925,"161","133","52","4347","305","50","255","115","202","216","106","369","48","16","33","132","58","63","132"
1114,"Eucalyptus mimica subsp. continens",119.023055555556,-33.2852777777778,"163","132","51","4352","307","53","254","118","205","219","108","355","48","15","35","132","57","59","129"
1116,"Eucalyptus virella",119.163333333333,-33.1575,"164","133","52","4407","309","54","255","118","207","220","109","356","48","15","35","132","56","60","129"
1117,"Eucalyptus incrassata ",119.645,-33.3575,"159","128","52","4048","296","54","242","108","198","210","108","382","46","16","29","130","62","66","130"
1118,"Eucalyptus perangusta",119.893888888889,-33.3775,"161","126","53","3909","294","58","236","121","198","211","112","385","46","16","28","129","62","66","129"
1119,"Eucalyptus quadrans",119.893888888889,-33.3775,"161","126","53","3909","294","58","236","121","198","211","112","385","46","16","28","129","62","66","129"
1120,"Eucalyptus dielsii",119.955,-33.4461111111111,"161","125","53","3838","292","59","233","121","197","209","112","388","46","16","29","131","62","66","129"
1121,"Eucalyptus megacornuta",120.038888888889,-33.5119444444444,"160","124","54","3731","289","60","229","121","194","207","112","418","49","18","28","139","70","72","137"
1122,"Eucalyptus sporadica",120.038888888889,-33.5119444444444,"160","124","54","3731","289","60","229","121","194","207","112","418","49","18","28","139","70","72","137"
1123,"Eucalyptus oleosa subsp. corvina",120.050833333333,-33.5791666666667,"164","123","54","3664","291","65","226","127","198","210","118","434","51","18","28","145","74","74","141"
1126,"Eucalyptus sepulcralis",119.95,-33.9052777777778,"166","118","54","3454","285","70","215","131","209","209","122","489","60","18","37","175","69","73","171"
1128,"Eucalyptus suggrandis subsp. suggrandis",119.375277777778,-34.0247222222222,"166","119","55","3488","285","70","215","122","210","210","122","495","62","19","37","176","68","68","176"
1129,"Eucalyptus incrassata",119.375277777778,-34.0247222222222,"166","119","55","3488","285","70","215","122","210","210","122","495","62","19","37","176","68","68","176"
1130,"Eucalyptus lehmannii subsp. parallela",119.219722222222,-34.0075,"160","119","54","3551","282","64","218","116","205","205","116","479","60","19","36","168","69","69","168"
1131,"Eucalyptus rudis subsp. rudis",118.73,-34.4058333333333,"158","113","56","3217","269","68","201","119","199","199","118","519","66","18","39","181","66","68","178"
1132,"Eucalyptus macrandra",118.73,-34.4058333333333,"158","113","56","3217","269","68","201","119","199","199","118","519","66","18","39","181","66","68","178"
1133,"Eucalyptus staeri",118.577777777778,-34.5127777777778,"151","110","56","3101","258","63","195","113","190","190","113","502","69","16","42","195","61","74","195"
1136,"Eucalyptus angulosa",118.2075,-34.9386111111111,"157","99","55","2831","251","74","177","122","191","194","122","717","116","18","53","309","71","86","309"
1137,"Eucalyptus megacarpa",118.186944444444,-34.9183333333333,"157","99","55","2831","251","74","177","122","191","194","122","717","116","18","53","309","71","86","309"
1138,"Corymbia ficifolia",116.930555555556,-35.0230555555556,"157","95","53","3000","257","79","178","121","195","197","121","1134","186","26","61","515","82","89","515"
1139,"Eucalyptus guilfoylei",116.890277777778,-34.9783333333333,"152","95","52","3033","254","73","181","116","190","193","116","1125","185","26","61","513","82","89","513"
1140,"Eucalyptus jacksonii",116.886666666667,-35.98,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1141,"Eucalyptus brevistylis",116.888888888889,-34.8130555555556,"150","99","52","3186","258","68","190","111","190","192","111","1014","166","25","59","458","78","84","458"
1142,"Eucalyptus diversicolor",116.685277777778,-34.8169444444444,"150","98","52","3131","257","69","188","112","189","192","112","1076","179","25","62","494","78","84","494"
1143,"Eucalyptus patens",115.707777777778,-34.2827777777778,"157","97","51","3159","265","77","188","119","197","199","119","1043","189","17","71","520","60","64","520"
1144,"Eucalyptus marginata subsp. marginata",115.577222222222,-34.1927777777778,"157","96","51","3136","263","78","185","120","197","199","120","1033","189","16","72","523","57","63","523"
1146,"Eucalyptus rudis subsp. cratyantha",115.067222222222,-33.56,"168","95","52","2946","272","91","181","142","206","208","134","833","171","12","81","456","37","43","450"
1147,"Corymbia haematoxylon",115.526111111111,-33.7161111111111,"160","113","52","3588","287","70","217","126","207","209","118","911","183","13","80","488","42","49","488"
1148,"Eucalyptus gomphocephala",115.567777777778,-33.5044444444444,"166","119","52","3721","298","72","226","130","215","216","122","860","180","12","81","471","39","46","467"
1149,"Eucalyptus aspersa",116.374166666667,-32.5111111111111,"157","127","48","4687","312","49","263","102","219","219","102","884","177","11","77","474","50","50","474"
1150,"Eucalyptus laeliae",116.008611111111,-32.3686111111111,"170","114","48","4276","307","70","237","119","226","227","119","1095","218","11","80","597","52","55","597"
1151,"Eucalyptus marginata subsp. marginata (subsp. ellegantella)",115.998333333333,-32.3522222222222,"180","114","49","4117","311","80","231","131","233","236","131","954","198","9","82","527","46","49","527"
1152,"Eucalyptus foecunda subsp. foecunda",115.779722222222,-31.9419444444444,"186","102","48","3769","304","94","210","141","234","237","141","765","167","8","88","438","32","38","438"
1154,"Eucalyptus absita",115.575555555556,-30.4369444444444,"180","127","50","4475","322","72","250","126","237","239","126","597","131","9","81","331","37","41","331"
1156,"Eucalyptus drummondii",115.628888888889,-30.1636111111111,"184","133","49","4870","337","70","267","125","226","249","125","541","119","10","77","293","36","44","293"
1160,"Corymbia calophylla ",115.115833333333,-30.1408333333333,"190","123","53","3864","321","89","232","144","221","243","144","556","123","4","84","314","30","33","314"
1161,"Eucalyptus foecunda subsp. 'north'",114.963888888889,-29.6975,"200","129","52","4241","340","93","247","160","253","257","149","512","118","5","87","293","24","28","293"
1162,"Eucalyptus conveniens",115.316666666667,-29.4675,"195","137","50","4889","349","78","271","147","236","261","136","475","104","8","80","260","30","39","259"
1164,"Eucalyptus accedens",115.338611111111,-29.4336111111111,"194","138","50","4962","350","76","274","146","236","261","134","463","101","8","79","252","30","40","251"
1165,"Eucalyptus loxophleba subsp. supralaevis",115.3075,-29.2158333333333,"201","138","50","4933","354","82","272","153","243","267","141","431","95","5","83","241","25","37","237"
1168,"Eucalyptus diminuta",114.673333333333,-28.0105555555556,"196","134","51","4580","339","79","260","152","232","257","140","424","95","4","83","243","24","40","233"
1169,"Eucalyptus horistes subsp. horistes",114.673333333333,-28.0105555555556,"196","134","51","4580","339","79","260","152","232","257","140","424","95","4","83","243","24","40","233"
1170,"Eucalyptus gittinsii subsp. gittinsii",114.680277777778,-27.7638888888889,"201","135","51","4687","345","81","264","155","238","264","143","374","85","3","81","213","21","39","204"
1171,"Eucalyptus mannensis subsp. vespertina",114.630277777778,-27.3536111111111,"206","137","50","4905","353","81","272","156","246","271","145","313","72","2","79","177","18","41","168"
1173,"Eucalyptus obtusiflora subsp. obtusiflora",114.250277777778,-26.5975,"216","140","50","5062","366","87","279","163","231","283","152","246","56","2","80","141","14","40","129"
1175,"Eucalyptus roycei",114.1825,-26.7027777777778,"214","138","50","4983","362","87","275","162","228","280","151","256","61","1","84","151","13","38","138"
1176,"Eucalyptus selachiana",114.195,-26.7022222222222,"214","138","50","4983","362","87","275","162","228","280","151","256","61","1","84","151","13","38","138"
1177,"Eucalyptus fruticosa",113.471111111111,-24.0519444444444,"227","113","48","4152","345","111","234","185","237","281","173","234","51","1","81","131","7","65","104"
1178,"Eucalyptus victrix",113.488055555556,-24.0177777777778,"228","114","48","4168","347","111","236","185","238","281","173","235","51","1","81","131","7","66","104"
1181,"Eucalyptus baiophylla",113.635,-23.6266666666667,"234","121","49","4350","357","112","245","188","246","289","177","235","48","1","79","125","7","74","94"
1182,"Eucalyptus ultima",114.051388888889,-22.1188888888889,"243","133","51","4534","371","115","256","192","259","299","182","259","47","1","74","116","7","100","85"
1183,"Eucalyptus xerothermica",114.050555555556,-22.1186111111111,"243","133","51","4534","371","115","256","192","259","299","182","259","47","1","74","116","7","100","85"
1184,"Eucalyptus prominens",114.040833333333,-22.1169444444444,"234","131","51","4507","360","106","254","183","249","289","173","276","49","2","70","122","10","105","90"
1185,"Corymbia zygophylla",114.389722222222,-22.7461111111111,"250","141","51","4740","387","114","273","309","242","309","187","254","52","2","80","118","6","118","69"
1187,"Eucalyptus xerothermica",117.516666666667,-22.7141666666667,"254","145","48","5566","398","98","300","314","259","319","177","337","70","3","77","184","12","172","51"
1188,"Eucalyptus repullulans",117.615555555556,-22.6305555555556,"250","143","47","5558","393","95","298","310","256","315","173","360","74","3","77","198","14","186","52"
1189,"Eucalyptus pilbarensis",117.756111111111,-23.7227777777778,"258","148","46","5995","411","94","317","325","260","330","177","240","42","2","63","116","10","104","49"
1190,"Corymbia hamersleyana",117.757222222222,-22.7216666666667,"240","142","47","5609","382","85","297","300","245","304","162","386","82","4","77","209","16","203","53"
1191,"Eucalyptus aridomontana",117.760277777778,-22.7213888888889,"240","142","47","5609","382","85","297","300","245","304","162","386","82","4","77","209","16","203","53"
1194,"Eucalyptus leucophylla (E. tephrodes)",118.704722222222,-22.6908333333333,"243","140","47","5720","384","87","297","303","253","308","164","371","82","4","81","207","17","196","50"
1196,"Corymbia opaca",122.617777777778,-22.9575,"250","152","48","5893","399","83","316","310","223","317","168","233","60","3","83","133","10","123","25"
1197,"Eucalyptus kingsmillii",123.628055555556,-22.8502777777778,"254","152","48","5826","401","87","314","313","228","320","173","217","54","3","81","124","9","117","21"
