unique_ID,Long,Lat,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,species,year,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies,binomen,subsp,variety,habit,height_min_mm,leaf_width_min_mm,leaf_length_min_mm,fruit_width_min_mm,fruit_length_min_mm,height_max_mm,leaf_width_max_mm,leaf_length_max_mm,fruit_width_max_mm,fruit_length_max_mm,mid_mm_height,mid_mm_leaf_width,mid_mm_leaf_length,mid_mm_fruit_width,mid_mm_fruit_length,desc,source
1735,147.85416666666666,-37.87777777777778,144,104,52,3337,246,47,199,156,186,186,100,722,74,36,16,212,145,145,177,Eucalyptus pseudoglobulus,1997,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,pseudoglobulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1736,147.85222222222222,-37.84444444444445,144,105,52,3374,247,46,201,156,186,186,99,735,76,37,16,218,148,148,179,Eucalyptus tereticornis subsp. mediana,1997,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,tereticornis,mediana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,147.98527777777775,-37.71027777777778,138,107,51,3474,246,39,207,152,182,182,93,802,84,44,15,238,165,165,192,Eucalyptus mackintii,1997,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,mackintii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1740,148.60777777777778,-37.80083333333333,146,99,50,3340,247,52,195,110,189,189,103,909,93,54,15,265,178,178,245,Eucalyptus viminalis subsp. pryoriana,1997,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,viminalis,pryoriana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,148.73194444444445,-37.78638888888889,145,97,50,3331,245,52,193,109,188,188,102,943,97,56,15,276,184,184,259,Eucalyptus ovata subsp. ovata,1997,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,NA,ovata,ovata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,148.9013888888889,-37.409166666666664,133,106,49,3751,244,31,213,148,180,180,84,942,98,65,14,264,197,197,251,Eucalyptus elata,1997,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,NA,elata,NA,Eucalyptus elata,NA,NA,tree,NA,7,100,NA,4,30000,13,140,NA,6,30000,10,120,NA,5,"Tree to 30 m. Bark fibrous to approx 10 m, compact, dark grey, with longitudinal fissures, then smooth, grey or white above. Juvenile leaves lanceolate, amplexicaul, green. Adult leaves narrowly lanceolate, acuminate, thin; lamina 10-14 cm long, 0.7-1.3 cm wide, green; lateral veins faint, at 15Â°â€“25Â°; intramarginal vein up to 1 mm from margin; petiole terete, 10-15 mm long. Umbels up to 40-flowered; peduncle angular, 5-10 mm long; pedicels 2-5 mm long. Operculum hemispherical or conical, approx 1 mm long, 1-2 mm wide; hypanthium obconical or subpyriform, 2-3 mm long and wide. Fruits subglobular, 4-6 mm long and wide; disc broad, descending or level; valves 3 or 4, included. River. Peppermint. Fig. 63Kâ€“L","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1743,148.84722222222223,-37.34,95,106,48,3993,213,-7,220,90,145,145,43,968,100,65,12,272,211,211,249,Eucalyptus denticulata,1997,Eucalyptus,Symphyomyrtus,Maidenaria,'Remanentes' ms,NA,denticulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,149.07777777777778,-37.565555555555555,143,94,48,3442,243,50,193,105,186,186,97,1018,104,66,14,290,205,205,281,Eucalyptus croajingolensis,1997,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,NA,croajingolensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,149.57666666666665,-37.48222222222223,147,78,46,3185,233,64,169,133,188,188,105,929,98,63,12,257,202,202,244,Eucalyptus angophoroides,1997,Eucalyptus,Symphyomyrtus,Maidenaria,Bridgesianae,NA,angophoroides,NA,Eucalyptus angophoroides,NA,NA,tree,NA,18,110,6,4,40000,25,200,7,5,40000,21.5,155,6.5,4.5,"Tree to 40 m. Bark rough, flaky or fibrous, grey to grey-brown on trunk and larger branches or throughout, sometimes smooth above. Juvenile leaves opposite to subopposite, sessile to shortly petiolate, broadly ovate to suborbicular, amplexicaul, cordate, crenulate, discolorous. Adult leaves alternate, lanceolate to narrowly lanceolate, acuminate; lamina 11-20 cm long, 1.8-2.5 cm wide, green, discolorous; lateral veins faint or visible, at 35Â°â€“45Â°; intramarginal vein up to 2 mm from margin; petiole terete, 15-27 mm long. Umbels 7-flowered; peduncle slightly flattened, 5-10 mm long; pedicels 1-6 mm long. Buds ovoid; operculum conical or hemispherical, apiculate, 4-5 mm long, 5-6 mm wide; hypanthium hemispherical, 3-4 mm long, 5-6 mm wide. Fruits obconical or hemispherical, 4-5 mm long, 6-7 mm wide; disc moderately broad, level or slightly ascending; valves usually 4, exserted. Apple-topped. Box. Fig. 94Kâ€“L","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1751,149.9052777777778,-36.65888888888889,148,99,48,3666,247,43,204,180,106,193,99,954,110,51,22,299,164,282,197,Eucalyptus spectatrix,1997,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Irregulares,spectatrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1753,149.98416666666665,-35.54805555555556,141,112,48,4144,257,26,231,191,94,192,86,941,107,55,20,284,171,252,201,Eucalyptus muelleriana,1997,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,muelleriana,NA,Eucalyptus muelleriana,NA,NA,tree,NA,15,80,8,7,40000,25,130,12,10,40000,20,105,10,8.5,"Tree to 40 m. Bark thick, grey-brown. Juvenile leaves ovate, often oblique, green, discolorous. Adult leaves broadly lanceolate to lanceolate, acuminate; lamina 8-13 cm long, 1.5-2.5 cm wide, green, discolorous; lateral veins prominent, at 20Â°â€“35Â°; intramarginal vein faint, 1-2 mm from margin; petiole channelled, 15-20 mm long. Umbels 7-11-flowered; peduncle angular or flattened, 8-18 mm long; pedicels 1-3 mm long. Buds ovoid to clavate; operculum hemispherical to conical, 2-3 mm long, 3-4 mm wide; hypanthium obconical, 3-5 mm long, 3-4 mm wide. Fruits subglobular to truncate-ovoid, 7-10 mm long, 8-12 mm wide; disc broad, level or slightly descending or sometimes slightly convex; valves 4, slightly included or slightly exserted. Yellow. Stringybark. Fig. 55Kâ€“L","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1754,149.98416666666665,-35.54805555555556,141,112,48,4144,257,26,231,191,94,192,86,941,107,55,20,284,171,252,201,Eucalyptus agglomerata,1997,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,agglomerata,NA,Eucalyptus agglomerata,NA,NA,tree,NA,14,75,5,4,40000,30,120,10,6,40000,22,97.5,7.5,5,"Tree to 40 m. Bark grey. Juvenile leaves ovate, green, slightly discolorous to concolorous. Adult leaves lanceolate to broadly lanceolate, acuminate; lamina 7.5-12 cm long, 1.4-3 cm wide, green or blue-green, concolorous; lateral veins clearly visible, at 25Â°â€“35Â°; intramarginal vein up to 3 mm from margin; petiole flattened or channelled, 13-18 mm long. Umbels 11-15-flowered or more; peduncle angular or flattened, 6-13 mm long; pedicels absent. Buds fusiform; operculum conical, 4-5 mm long, 3 mm wide; hypanthium obconical, 3 mm long and wide. Fruits hemispherical or subglobular, angular, 4-6 mm long, 5-10 mm wide; disc broad, flat or convex; valves 3 or 4, Â±level. Blue-leaved. Stringybark. Fig. 56Qâ€“R","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1756,150.0338888888889,-35.2675,127,119,47,4486,257,8,249,181,77,183,68,849,91,53,15,247,173,227,187,Eucalyptus gregsoniana,1997,Eucalyptus,Eucalyptus,Eucalyptus,Pauciflorae,NA,gregsoniana,NA,Eucalyptus gregsoniana,NA,NA,mallee,NA,15,70,NA,6,5000,25,110,NA,8,5000,20,90,NA,7,"Mallee to 5 m. Bark smooth, white to light grey throughout. Juvenile leaves lanceolate, blue-green. Adult leaves lanceolate, acuminate, symmetrical or slightly oblique, thick; lamina 7-11 cm long, 1.5-2.5 cm wide, grey-green; lateral veins distinct, almost parallel to midrib; intramarginal vein up to 1 mm from margin; petiole thick, flattened or channelled, 8-12 mm long. Umbels 7-11-flowered; peduncle absent, or terete, up to 10 mm long; pedicels absent or up to 2 mm long. Buds clavate; operculum hemispherical or conical, 2-3 mm long, approx 4 mm wide; hypanthium obconical, 5-6 mm long, approx 4 mm wide. Fruits truncate-pyriform, sometimes wrinkled, 6-8 mm long and wide; disc level or convex; valves 3, just included. Seeds black. Mallee. Snow Gum. Fig. 59Kâ€“L","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1757,150.35194444444443,-35.014722222222225,145,104,48,3948,253,37,216,177,100,194,92,1208,142,65,23,380,214,329,266,Eucalyptus sturgissiana,1997,Eucalyptus,Symphyomyrtus,Maidenaria,Sturgissianae,NA,sturgissiana,NA,Eucalyptus sturgissiana,NA,NA,mallee,NA,7,75,NA,4,5000,15,120,NA,6,5000,11,97.5,NA,5,"Mallee to 5 m. Bark smooth throughout, grey to grey-brown or pink. Juvenile leaves opposite, sessile, connate, elliptic to orbicular or ovate, glaucous, discolorous. Adult leaves alternate or subopposite, lanceolate to narrowly lanceolate, acuminate; lamina 7.5-12 cm long, 0.7-1.5 cm wide, light green or grey-green, concolorous; lateral veins faint, at 25Â°â€“40Â°; intramarginal vein up to 1 mm from margin; petiole flattened, 2-7 mm long. Umbels 7-flowered; peduncle flattened, 5-10 mm long; pedicels absent or extremely short. Buds fusiform, often glaucous; operculum conical or hemispherical, apiculate, 2-3 mm long, 3-4 mm wide; hypanthium obconical, 3-4 mm long and wide. Fruits hemispherical to cylindrical, 4-6 mm long and wide; disc narrow, slightly convex, then descending; valves 3 or 4, level. Ettrema. Mallee. Fig. 94Eâ€“F","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1763,150.55027777777778,-34.217222222222226,152,120,49,4252,267,24,243,201,103,203,94,1028,127,45,29,354,157,319,208,Eucalyptus parramattensis subsp. parramattensis,1997,Eucalyptus,Symphyomyrtus,Exsertaria,'Liberivalvae' ms,NA,parramattensis,parramattensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1764,149.80972222222223,-35.572500000000005,123,122,48,4535,254,2,252,178,73,180,63,1001,117,59,19,303,195,264,225,Eucalyptus maidenii,1997,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,maidenii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,149.76555555555555,-35.60388888888889,143,119,48,4344,265,22,243,178,94,196,85,879,104,50,21,270,158,235,182,Eucalyptus kartzoffiana,1997,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,kartzoffiana,NA,Eucalyptus kartzoffiana,NA,NA,tree,NA,10,80,NA,5,30000,20,200,NA,7,30000,15,140,NA,6,"Tree to 30 m. Bark rough, scaly, light grey-brown on trunk to 4 m, then smooth and white to grey above. Juvenile leaves opposite, sessile, ovate, cordate, glaucous, discolorous. Adult leaves alternate, narrowly lanceolate to lanceolate, acuminate; lamina 8-20 cm long, 1-2 cm wide, dull, green or blue-green, concolorous; lateral veins faint, at 35Â°â€“45Â°; intramarginal vein up to 1 mm from margin; petiole flattened, 17-30 mm long. Umbels 3-flowered; peduncle flattened, broadened upwards, 3-5 mm long; pedicels absent. Buds cylindrical, glaucous; operculum conical, approx 2 mm long, 3-4 mm wide; hypanthium cylindrical, 3-5 mm long, 3-4 mm wide. Fruits campanulate, glaucous, 5-7 mm long and wide; rim flared; disc narrow, slightly ascending; valves 3 or 4, exserted. Araluen. Gum. Fig. 96Yâ€“Z","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1766,149.55444444444444,-35.987500000000004,95,118,47,4546,227,-21,248,138,44,152,35,1016,96,71,10,274,234,250,235,Eucalyptus nitens,1997,Eucalyptus,Symphyomyrtus,Maidenaria,'Remanentes' ms,NA,nitens,NA,Eucalyptus nitens,NA,NA,tree,NA,15,130,4,4,70000,25,240,6,7,70000,20,185,5,5.5,"Tree to 70 m, occasionally to 90 m. Bark smooth throughout, yellow-white or grey, or sometimes rough, flaky, grey to black at base of trunk. Juvenile leaves opposite, sessile, broadly lanceolate to ovate, amplexicaul, glaucous, discolorous. Adult leaves alternate, lanceolate to narrowly lanceolate, acuminate; lamina 13-24 cm long, 1.5-2.5 cm wide, shining, green, concolorous; lateral veins distinct, at 20Â°â€“45Â°; intramarginal vein up to 3 mm from margin; petiole terete or channelled, 15-22 mm long. Umbels 7-flowered; peduncle slightly flattened, 6-15 mm long; pedicels absent. Buds ovoid to cylindrical, angular or ribbed; operculum conical, 2-3 mm long, 3-4 mm wide; hypanthium cylindrical or angular, 3-4 mm long and wide. Fruits cylindrical or ovoid, often slightly ribbed, shining, 4-7 mm long, 4-6 mm wide; disc narrow, descending; valves 3 or 4, level or slightly exserted. Shining. Gum. Fig. 95Câ€“D","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1767,149.6575,-36.001666666666665,122,120,49,4369,247,3,244,157,73,176,64,946,103,53,18,276,179,252,197,Eucalyptus badjensis,1997,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,badjensis,NA,Eucalyptus badjensis,NA,NA,tree,NA,7,85,3,3,45000,15,200,6,5,45000,11,142.5,4.5,4,"Tree to 45 m. Bark rough, compact, hard, grey-brown on lower trunk, then smooth and white-green to light brown-grey above. Juvenile leaves opposite, sessile, sometimes amplexicaul, lanceolate, green, slightly discolorous. Adult leaves alternate, narrowly lanceolate, acuminate; lamina 8.5-20 cm long, 0.7-1.5 cm wide, dull, green, concolorous; lateral veins faint, at 25Â°â€“40Â°; intramarginal vein up to 1 mm from margin; petiole terete or slightly flattened, 6-12 mm long. Umbels 3-flowered; peduncle angular, 2-5 mm long; pedicels absent or rarely to 1 mm long. Buds ovoid, sometimes slightly angular; operculum conical, 1-2 mm long, 2-3 mm wide; hypanthium cylindrical to obconical, 2-3 mm long and wide. Fruits obconical or campanulate, with flared rim, 3-5 mm long, 3-6 mm wide; disc moderately broad, convex or ascending; valves 3 or 4, exserted. Big. Badja. Gum. Fig. 96Qâ€“R","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1771,148.82972222222222,-35.34111111111111,98,124,45,5205,248,-24,272,41,165,165,32,1142,134,67,21,361,217,217,342,Eucalyptus robertsonii,1997,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,NA,robertsonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,146.23333333333332,-36.40861111111111,141,124,45,5201,295,23,272,84,207,208,75,683,77,34,24,218,122,128,210,Eucalyptus cadens,1997,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,NA,cadens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,145.69361111111112,-37.45027777777778,130,116,47,4346,270,28,242,83,186,186,75,1099,130,46,27,362,166,166,351,Eucalyptus crenulata,1997,Eucalyptus,Symphyomyrtus,Maidenaria,Crenulatae,NA,crenulata,NA,Eucalyptus crenulata,NA,NA,tree,NA,30,35,4,3,12000,55,65,6,4,12000,42.5,50,5,3.5,"Tree to 12 m. Bark rough, compact, grey on at least half the trunk, then smooth and grey to grey-brown above. Juvenile leaves opposite, sessile, amplexicaul, ovate, cordate, crenulate, glaucous, discolorous. Adult leaves opposite, broadly ovate, crenulate, apiculate; lamina 3.5-6.5 cm long, 3-5.5 cm wide, glaucous, discolorous; lateral veins at 55Â°â€“65Â°; intramarginal vein 3-4 mm from margin; petiole absent or terete, to 6 mm long. Umbels 7-11-flowered; peduncle terete, 5-8 mm long; pedicels 2-4 mm long. Buds ovoid, rostrate, glaucous; operculum hemispherical, apiculate or rostrate, 2-4 mm long, 3-4 mm wide; hypanthium hemispherical to obconical, 3-4 mm long and wide. Fruits cylindrical, 3-4 mm long, 4-6 mm wide, glaucous at first; disc narrow, descending; valves 3 or 4, included. Silver. Gum, Buxton. Gum. Figs 35, 94Gâ€“H","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1798,139.92027777777776,-36.82638888888889,149,105,53,3237,263,65,198,108,190,190,108,565,91,15,51,243,55,55,243,Eucalyptus leucoxylon subsp. pruinosa,1997,Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,NA,leucoxylon,pruinosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,125.31083333333333,-17.16333333333333,259,131,55,3349,362,124,238,283,224,294,209,816,231,1,115,578,12,386,18,Eucalyptus houseana,1997,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,houseana,NA,Eucalyptus houseana,NA,NA,tree,NA,15,100,3,2,24000,32,150,5,4,24000,23.5,125,4,3,"Tree to 24 m. Bark white to light grey, often with fragments of deciduous flakes adhering. Juvenile leaves opposite, suborbicular to ovate, slightly discolorous. Adult leaves subopposite or alternate, lanceolate, acute, moderately thick; lamina 10-15 cm long, 1.5-3.2 cm wide, pale green, concolorous or very slightly discolorous; lateral veins just visible, at 35Â°â€“50Â°; intramarginal vein up to 1 mm from margin; petiole terete, 12-20 mm long. Umbels 3-7-flowered; peduncle quadrangular, 3-6 mm long; pedicels absent. Buds ovoid to subglobular, subglaucous; operculum hemispherical, 2-3 mm long, 3-4 mm wide; hypanthium hemispherical, 2-3 mm long, 3-4 mm wide. Fruits hemispherical to obconical, 2-4 mm long, 3-5 mm wide; disc convex or slightly descending; valves 3 or 4, level or slightly exserted. Kimberley. White. Gum. Fig. 90Mâ€“N","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1916,125.85972222222222,-16.764166666666668,262,128,55,3251,362,131,231,284,228,295,213,872,230,2,114,606,11,418,15,Eucalyptus jensenii,1997,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,jensenii,NA,Eucalyptus jensenii,NA,NA,tree,NA,15,50,4,3,12000,38,100,5,5,12000,26.5,75,4.5,4,"Tree to 12 m. Bark rough throughout, grey to black, coarsely furrowed. Juvenile leaves broadly lanceolate to ovate, green, concolorous. Adult leaves lanceolate to broadly lanceolate, apiculate; lamina 5-10 cm long, 1.5-3.8 cm wide, grey-green; lateral veins faint, at 30Â°â€“45Â°; intramarginal vein almost confluent with or up to 1 mm from margin; petiole 5-10 mm long. Conflorescence terminal, paniculate, and axillary umbels; umbels 7-flowered; peduncle terete to slightly flattened, 4-7 mm long; pedicels 2-4 mm long. Buds ovoid to ovoid-conical, often glaucous; operculum hemispherical to conical, approx 2 mm long, 2-4 mm wide; hypanthium ovoid, 3-4 mm long, 2-4 mm wide. Fruits hemispherical, ovoid or subglobular, often glaucous, 3-5 mm long, 4-5 mm wide; disc narrow, descending; valves 3 or 4, just included to just exserted. Wandi. Ironbark. Fig. 105Kâ€“L","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1930,126.87722222222222,-15.959722222222222,266,123,55,3048,364,143,221,285,220,297,220,990,247,1,110,666,14,257,14,Eucalyptus obconica,1998,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,NA,obconica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,126.99777777777778,-15.990277777777777,269,124,55,3077,368,146,222,289,223,301,223,955,241,1,111,646,12,248,12,Eucalyptus pantoleuca,1997,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,pantoleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,128.03333333333333,-17.386666666666667,271,141,53,3942,386,123,263,299,213,312,213,631,171,1,110,421,11,312,11,Eucalyptus leucophylla,1997,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,NA,leucophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,127.71138888888889,-18.256666666666668,267,137,52,4262,383,120,263,306,205,312,205,497,144,1,112,341,8,252,8,Eucalyptus cupularis,1997,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,cupularis,NA,Eucalyptus cupularis,NA,NA,tree,NA,7,100,6,6,10000,38,180,8,9,10000,22.5,140,7,7.5,"Tree to 10 m. Bark green to grey, white-powdery. Juvenile leaves not seen. Adult leaves alternate, narrowly to broadly lanceolate, acuminate, thick; lamina 10-18 cm long, 0.7-3.8 cm wide, green or grey-green, concolorous; lateral veins just visible, at 40Â°â€“45Â°; intramarginal vein almost confluent with or up to 2 mm from margin; petiole slightly flattened or angular, 15-50 mm long. Umbels 7-flowered; peduncle thick, angular, 10-15 mm long; pedicels absent. Buds ovoid to fusiform, faintly ribbed, glaucous; operculum conical, 4-7 mm long, 5-8 mm wide; hypanthium obconical, faintly ribbed, 5-7 mm long, 5-8 mm wide. Fruits hemispherical, cylindrical or obconical, faintly ribbed, 6-9 mm long, 6-8 mm wide; disc level or convex; valves 4 or 5, exserted. Halls. Creek. White. Gum. Fig. 90Sâ€“T","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1963,145.80083333333334,-41.54472222222222,82,84,48,3002,183,10,173,48,122,122,44,2045,250,87,30,697,296,296,695,Eucalyptus gunnii subsp. gunnii,1998,Eucalyptus,Symphyomyrtus,Maidenaria,'Tasmaniae' ms,NA,gunnii,gunnii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,145.66944444444442,-41.60388888888889,82,83,48,2966,182,11,171,48,121,121,44,2227,262,95,29,744,327,327,740,Eucalyptus nitida,2000,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,NA,nitida,NA,Eucalyptus nitida,NA,NA,tree,NA,8,65,5,4,40000,17,130,9,8,40000,12.5,97.5,7,6,"Tree or mallee to 40 m. Bark fibrous, grey up to 3/4 of trunk, then smooth above, yellow-green to white or grey. Juvenile leaves ovate to broadly lanceolate, grey-green. Adult leaves lanceolate to narrowly lanceolate, acuminate or uncinate, usually thick; lamina 6.5-13 cm long, 0.8-1.7 cm wide, green; lateral veins faint, at 15Â°â€“25Â°; intramarginal vein 1-2 mm from margin; petiole terete or angular, 7-12 mm long. Umbels with 11 or more flowers; peduncle terete or angular, 2-8 mm long; pedicels absent or to 4 mm long. Operculum hemispherical or conical, 1-2 mm long, 2-3 mm wide; hypanthium subpyriform, 2-4 mm long, 2-3 mm wide. Fruits hemispherical or conical, 4-8 mm long, 5-9 mm wide; disc broad, level or ascending; valves 3-5, Â±level. Smithton. Peppermint. Fig. 63Gâ€“H","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1972,146.41055555555556,-42.14833333333333,77,94,49,3277,187,-4,191,40,118,118,34,1192,125,56,23,369,191,214,352,Eucalyptus rodwayi,1998,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,NA,rodwayi,NA,Eucalyptus rodwayi,NA,NA,tree,NA,10,50,4,3,25000,15,120,6,4,25000,12.5,85,5,3.5,"Tree to 25 m. Bark rough, compact, fibrous, grey on trunk and larger branches, then smooth and white on smaller branches. Juvenile leaves sometimes sessile, lanceolate to broadly lanceolate, green, slightly discolorous. Adult leaves lanceolate, acuminate; lamina 5-12 cm long, 1-1.5 cm wide, green; lateral veins faint, at 15Â°â€“30Â°; intramarginal vein up to 1 mm from margin; petiole terete, 7-14 mm long. Umbels 7-11-flowered; peduncle terete, 5-8 mm long; pedicels 1-3 mm long. Buds ovoid; operculum conical, 2-3 mm long, 3-4 mm wide; hypanthium obconical, 2-4 mm long, 3-4 mm wide. Fruits obconical to hemispherical, 3-4 mm long, 4-6 mm wide; disc narrow, level; valves 3 or 4, level or slightly exserted. Swamp. Peppermint. Fig. 93Gâ€“H","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
1973,146.5011111111111,-42.36138888888889,88,97,49,3307,198,3,195,51,129,130,45,1071,113,49,22,331,174,196,309,Eucalyptus regnans,1998,Eucalyptus,Eucalyptus,Eucalyptus,Regnantes,NA,regnans,NA,Eucalyptus regnans,NA,NA,tree,NA,16,90,4,5,75000,27,140,7,9,75000,21.5,115,5.5,7,"Tree usually to 75 m, recorded to 100 m. Bark rough up to 15 m on trunk, smooth, white or grey-green above, often shedding in strips. Adult leaves lanceolate or broadly lanceolate; lamina 9-14 cm long, 1.6-2.7 cm wide; petiole channelled, 12-22 mm long. Peduncle angular, 5-13 mm long; pedicels 2-4 mm long. Operculum conical, 2-3 mm long, 3-4 mm wide; hypanthium obconical, approx 3 mm long, 3-4 mm wide. Fruits 5-9 mm long, 4-7 mm wide. Mountain. Ash. Fig. 58Câ€“D","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
