unique_ID,Long,Lat,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,species,year,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies,binomen,subsp,variety,habit,height_min_mm,leaf_width_min_mm,leaf_length_min_mm,fruit_width_min_mm,fruit_length_min_mm,height_max_mm,leaf_width_max_mm,leaf_length_max_mm,fruit_width_max_mm,fruit_length_max_mm,mid_mm_height,mid_mm_leaf_width,mid_mm_leaf_length,mid_mm_fruit_width,mid_mm_fruit_length,desc,source
2555,141.25694444444446,-31.888333333333332,177,131,45,5533,327,42,285,177,105,247,105,245,27,14,18,68,49,65,49,Eucalyptus camaldulensis subsp. arida,1999,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,camaldulensis,arida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2566,138.02694444444447,-32.705555555555556,156,131,48,5089,303,34,269,91,218,221,91,540,70,22,40,199,69,71,199,Eucalyptus leucoxylon subsp. pruinosa,1999,Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,NA,leucoxylon,pruinosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2577,146.76416666666665,-43.230555555555554,67,68,46,2771,153,6,147,34,103,103,31,1531,161,84,17,459,288,288,433,Eucalyptus vernicosa,2000,Eucalyptus,Symphyomyrtus,Maidenaria,Semiunicolores,NA,vernicosa,NA,Eucalyptus vernicosa,NA,NA,NA,NA,10,15,5,5,NA,15,25,9,8,NA,12.5,20,7,6.5,"Bark smooth throughout, grey. Juvenile leaves opposite, sessile, elliptic to ovate, crenulate, mucronate, shining, green, slightly discolorous. Adult leaves opposite, elliptic to ovate, mucronate; lamina 1.5-2.5 cm long, 1-1.5 cm wide, shining, green, concolorous; lateral veins faint, at 45Â°â€“50Â°; intramarginal vein up to 1 mm from margin; petiole channelled, 5-8 mm long. Umbels 3-flowered; peduncle absent or terete to 2 mm long; pedicels absent. Buds ovoid; operculum conical, 3-5 mm long, 3-6 mm wide; hypanthium campanulate, 3-5 mm long, 3-6 mm wide. Fruits hemispherical to campanulate, ribbed, 5-8 mm long, 5-9 mm wide; disc broad, descending; valves 3 or 4, level or just exserted. Varnished. Gum. Fig. 95 Oâ€“P","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2581,141.6511111111111,-36.55888888888889,142,135,51,4359,291,31,260,87,197,198,87,485,61,23,32,167,73,75,167,Eucalyptus leucoxylon subsp. stephaniae,2000,Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,NA,leucoxylon,stephaniae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,141.73555555555555,-36.678888888888885,141,133,51,4271,289,32,257,87,196,196,87,494,62,23,33,171,72,74,171,Eucalyptus froggattii,2000,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,froggattii,NA,Eucalyptus froggattii,NA,NA,mallee,NA,12,75,5,6,6000,20,120,8,8,6000,16,97.5,6.5,7,"Mallee to 6 m or tree to 9 m. Bark rough, fibrous, grey to grey-brown on stems or trunk, then smooth and green-brown above. Juvenile leaves elliptic to lanceolate, green, slightly discolorous. Adult leaves lanceolate, acute; lamina 7.5-12 cm long, 1.2-2 cm wide, shining, green; lateral veins faint, at 15Â°â€“25Â°; intramarginal vein prominent, up to 3 mm from margin; petiole slightly flattened, 7-12 mm long. Conflorescence usually terminal panicles, sometimes axillary, simple; umbels 7-11-flowered; peduncle flattened, 7-15 mm long; pedicels 4-6 mm long. Buds quadrangular, clavate to ovoid; operculum pyramidal, 4-5 mm long, 4-6 mm wide; hypanthium ovoid to obpyramidal, 5-7 mm long, 4-5 mm wide. Fruits ovoid to cylindrical, quadrangular, 6-8 mm long, 5-8 mm wide; disc broad, descending; valves 4 or 5, included. Kamarooka. Mallee. Fig. 104Câ€“D","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2584,142.51444444444445,-37.17194444444444,118,118,49,4184,260,20,240,71,172,172,65,913,119,37,36,330,123,123,328,Eucalyptus serraensis,2000,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,serraensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2677,126.44027777777778,-27.203333333333333,207,150,46,6118,369,45,324,280,214,280,125,181,22,6,27,56,30,56,46,Eucalyptus intertexta,2000,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,intertexta,NA,Eucalyptus intertexta,NA,NA,tree,NA,10,70,4,4,30000,20,140,7,9,30000,15,105,5.5,6.5,"Tree to 30 m. Bark rough on lower trunk, then smooth and white, grey or brown above, often in patches. Adult leaves narrowly to broadly lanceolate, acute to acuminate; lamina 7-14 cm long, 1-2 cm wide, green, grey-green or dull green; lateral veins clearly visible, at 25Â°â€“35Â°; intramarginal vein up to 1 mm from margin; petiole terete, 5-15 mm long. Peduncle angular, 5-16 mm long; pedicels angular, 3-9 mm long. Operculum conical, 2-4 mm long, 3-4 mm wide; hypanthium obconical to obovoid, approx 4 mm long, 3-4 mm wide. Fruits hemispherical to ovoid, 4-9 mm long, 4-7 mm wide; disc descending; valves 4 or 5, level or included. Gum-barked. Coolibah. Fig. 101Eâ€“F","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2684,128.3947222222222,-26.102222222222224,213,148,46,6059,370,51,319,285,148,285,131,226,28,9,34,81,32,81,39,Eucalyptus sparsa,2000,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,sparsa,NA,Eucalyptus sparsa,NA,NA,mallee,NA,15,50,4,4,6000,35,120,6,5,6000,25,85,5,4.5,"Mallee, sometimes a tree, to 6 m. Bark rough, fibrous, grey or grey-brown on lower trunk, then smooth, grey above. Juvenile leaves not seen. Adult leaves lanceolate to broadly lanceolate or ovate, acute; lamina 5-12 cm long, 1.5-3.5 cm wide, shining, green; lateral veins prominent, at 25Â°â€“40Â°; intramarginal vein up to 4 mm from margin; petiole terete, 15-25 mm long. Conflorescence terminal, paniculate, sometimes axillary, simple; umbels 7-flowered; peduncle terete, 6-11 mm long; pedicels 2-3 mm long. Buds ovoid to clavate; operculum hemispherical to conical, 2-3 mm long, 3-4 mm wide; hypanthium obovoid, 3-4 mm long and wide. Fruits hemispherical to subglobular, 4-5 mm long, 4-6 mm wide; disc broad, descending; valves 4-6, level or included. Fig. 103Kâ€“L","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2761,118.86722222222221,-28.96388888888889,198,142,45,6186,363,50,313,128,192,277,118,252,36,10,35,95,35,57,85,Eucalyptus petraea,2000,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,NA,petraea,NA,Eucalyptus petraea,NA,NA,tree,NA,20,70,6,5,14000,25,120,7,8,14000,22.5,95,6.5,6.5,"Tree or mallee to 14 m. Bark rough, fibrous, dark grey on trunk for 3-10 m, then smooth, grey to pink-grey above, deciduous in long ribbons. Juvenile leaves not seen. Adult leaves lanceolate, acute to acuminate; lamina 7-12 cm long, 2-2.5 cm wide, shining, dark green; lateral veins usually distinct, at 30Â°â€“40Â°; intramarginal vein up to 2 mm from margin; petiole terete, 15-25 mm long. Peduncle angular, 13-18 mm long; pedicels 3-7 mm long. Buds obconical; operculum conical, 2-4 mm long, 4-5 mm wide; hypanthium obconical, 3-5 mm long, 4-5 mm wide. Fruits obconical to obovoid or hemispherical, 5-8 mm long, 6-7 mm wide; valves 4 or 5. Fig. 102Eâ€“F","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2873,141.48527777777775,-36.573888888888895,142,135,52,4281,291,33,258,88,197,197,88,508,65,22,35,179,72,73,179,Eucalyptus molyneuxii,2000,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,NA,molyneuxii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2897,144.13861111111112,-35.615,161,131,47,5080,312,38,274,128,226,226,96,397,43,21,20,122,76,76,110,Eucalyptus leucoxylon subsp. pruinosa,2000,Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,NA,leucoxylon,pruinosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2898,147.20027777777776,-35.10583333333334,158,130,44,5663,317,28,289,119,229,231,86,550,57,34,15,160,116,118,148,Eucalyptus albens,2000,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,albens,NA,Eucalyptus albens,NA,NA,tree,NA,17,100,5,6,25000,30,160,10,15,25000,23.5,130,7.5,10.5,"Tree to 25 m. Bark rough, fibrous, light grey or somewhat bleached on trunk, then smooth and white above. Juvenile leaves ovate to suborbicular, sometimes cordate, 9-15 cm long, 6-11.5 cm wide, grey-green to blue-green. Adult leaves broadly lanceolate to lanceolate, acuminate; lamina 10-16 cm long, 1.7-3 cm wide, glaucous or grey-green; lateral veins prominent, at 20Â°â€“30Â°; intramarginal vein up to 2 mm from margin; petiole terete to slightly flattened, 15-22 mm long. Peduncle quadrangular, glaucous, 10-15 mm long; pedicels absent or 1-5 mm long. Buds cylindrical, glaucous; operculum conical, 4-8 mm long, 4-7 mm wide; hypanthium cylindrical, 4-8 mm long, 4-7 mm wide. Fruits cylindrical to suburceolate, glaucous, often ribbed, 6-15 mm long, 5-10 mm wide. White. Box. Fig. 102 Iâ€“J","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2899,147.93944444444446,-35.26583333333333,146,139,47,5530,309,14,295,86,216,218,76,797,87,40,21,247,152,153,237,Eucalyptus polyanthemos subsp. polyanthemos,2000,Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae,NA,polyanthemos,polyanthemos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2900,149.66,-36.10638888888889,140,118,49,4201,259,21,238,174,93,192,84,902,110,42,25,282,145,248,173,Eucalyptus stenostoma,2000,Eucalyptus,Eucalyptus,Eucalyptus,Stenostomae,NA,stenostoma,NA,Eucalyptus stenostoma,NA,NA,tree,NA,15,130,NA,9,25000,30,190,NA,10,25000,22.5,160,NA,9.5,"Tree to 25 m, often leaning; stems glaucous. Bark fibrous, fissured, dark grey to black to 4 m, then smooth above, white or yellow-white, with insect â€˜scribblesâ€™. Juvenile leaves broadly lanceolate, blue-green. Adult leaves lanceolate, acuminate; lamina 13-19 cm long, 1.5-3 cm wide, green; lateral veins clearly visible, at 10Â°â€“15Â°; intramarginal vein up to 3 mm from margin; petiole terete, 25-35 mm long. Umbels more than 20-flowered; peduncle flattened, 16-28 mm long, often recurved in fruit; pedicels slender, 6-10 mm long. Buds glaucous; operculum hemispherical or conical, 1-2 mm long, 2-3 mm wide; hypanthium obconical, 3-4 mm long, 2-3 mm wide. Fruits globular, 9-10 mm long and wide, with narrow orifice, usually glaucous; disc vertical, descending; valves 3-5, included. Seeds black. Jillaga. Ash. Fig. 60Qâ€“R","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2902,149.79722222222222,-36.17833333333333,146,106,49,3869,252,37,215,179,102,194,95,985,121,44,25,313,157,303,194,Eucalyptus bosistoana,2000,Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,NA,bosistoana,NA,Eucalyptus bosistoana,NA,NA,tree,NA,7,100,NA,4,60000,20,200,NA,7,60000,13.5,150,NA,5.5,"Tree to 60 m. Bark rough, finely fibrous, grey on lower trunk or sometimes higher, or sometimes Â±smooth, grey-white throughout. Juvenile leaves ovate to orbicular, green, discolorous. Adult leaves lanceolate to narrowly lanceolate, sometimes falcate, acuminate; lamina 10-20 cm long, 0.7-2 cm wide, green; lateral veins clearly visible, at 25Â°â€“45Â°; intramarginal vein up to 3 mm from margin; petiole terete, 10-17 mm long. Conflorescence usually axillary, simple, sometimes terminal, paniculate; umbels 7-flowered; peduncle terete to quadrangular, 7-10 mm long; pedicels 3-10 mm long. Buds ovoid or clavate; operculum conical to hemispherical, 3-5 mm long and wide; hypanthium hemispherical, approx 4 mm long, 3-5 mm wide. Fruits hemispherical to ovoid, 4-7 mm long and wide; disc moderately broad, descending; valves 5-7, level or included. Bosistoâ€™s Box, Coast. Grey Box. Fig. 103Gâ€“H","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2903,150.14916666666667,-35.76916666666666,158,92,48,3488,246,58,188,189,117,201,112,1079,124,59,23,335,182,327,236,Eucalyptus paniculata,2000,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Discolores,paniculata,NA,Eucalyptus paniculata,NA,NA,tree,NA,12,95,5,6,50000,24,150,8,8,50000,18,122.5,6.5,7,"Tree to 50 m. Bark rough throughout, light grey. Juvenile leaves ovate to broadly lanceolate, green, discolorous. Adult leaves lanceolate, acuminate; lamina 9.5-15 cm long, 1.2-2.4 cm wide, green, discolorous; lateral veins clearly visible, at 35Â°â€“45Â°; intramarginal vein up to 1 mm from margin; petiole 13-22 mm long. Peduncle terete, quadrangular or flattened, 6-16 mm long; pedicels 4-angled, 2-10 mm long. Buds obovoid to fusiform; operculum conical, usually narrower than hypanthium, 3-4 mm long and wide; hypanthium obovoid to obconical, 4-5 mm long and wide. Fruits hemispherical, obconical, obovoid or subpyriform, 6-8 mm long, 5-8 mm wide; disc obscure, descending; valves 4 or 5, level or included. Seeds shallowly reticulate. Grey. Ironbark. Fig. 107Kâ€“L","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2904,150.1288888888889,-35.09861111111111,129,115,47,4380,254,12,242,181,79,183,70,974,109,60,17,292,194,267,216,Eucalyptus triflora,2000,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Irregulares,triflora,NA,Eucalyptus triflora,NA,NA,tree,NA,13,75,7,7,15000,20,130,9,10,15000,16.5,102.5,8,8.5,"Tree to 15 m. Bark smooth throughout, grey or white, sometimes mottled with yellow or orange-yellow, usually with insect â€˜scribblesâ€™. Juvenile leaves broadly lanceolate, shining, green, slightly discolorous. Adult leaves lanceolate, falcate, acuminate, oblique, thick; lamina 7.5-13 cm long, 1.3-2 cm wide, shining, green, concolorous; lateral veins faint, at 15Â°â€“25Â°; intramarginal vein 1-2 mm from margin; petiole thick, flattened or channelled, 8-15 mm long. Umbels 3-flowered, rarely 7-flowered; peduncle flattened, 3-6 mm long; pedicels absent. Buds cylindrical-clavate, angled due to crowding; operculum hemispherical or conical, 2-3 mm long, 3-5 mm wide; hypanthium cylindrical or hemispherical, 3-4 mm long, 3-5 mm wide, warty. Fruits usually subglobular or suburceolate, sometimes hemispherical, 7-10 mm long, 7-9 mm wide; disc narrow to moderately broad, level or descending; valves 4 or 5, included. Seeds brown. Pigeon. House. Ash. Fig. 61Aâ€“B","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2910,151.2563888888889,-33.65694444444444,170,97,48,3790,261,60,201,214,126,215,119,1295,158,66,28,448,213,380,284,Eucalyptus luehmanniana,2000,Eucalyptus,Eucalyptus,Eucalyptus,Fraxinales,NA,luehmanniana,NA,Eucalyptus luehmanniana,NA,NA,mallee,NA,20,150,7,10,6000,40,180,10,13,6000,30,165,8.5,11.5,"Mallee to 6 m. Bark smooth, white throughout. Juvenile leaves oblong or elliptic, shining, green. Adult leaves lanceolate, acuminate or mucronate, leathery; lamina 15-18 cm long, 2-4 cm wide, shining green; lateral veins just visible, at 20Â°â€“40Â°; intramarginal vein up to 2 mm from margin; petiole flattened, 15-25 mm long. Umbels 7-11-flowered; peduncle flattened, broad, 10-25 mm long; pedicels flattened, 4-8 mm long. Buds fusiform, sometimes glaucous; operculum conical, ribbed, 4-6 mm long and wide; hypanthium conical, ribbed, 5-7 mm long, 4-6 mm wide. Fruits hemispherical, ribbed, 10-13 mm long, 7-10 mm wide; disc flat or convex; valves 5, included. Seeds black. Yellow-top. Mallee. Ash. Fig. 59Câ€“D","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2912,151.30805555555557,-33.57888888888889,173,99,48,3820,264,60,204,217,129,218,121,1283,159,61,29,446,208,393,271,Eucalyptus umbra,2000,Eucalyptus,Eucalyptus,Eucalyptus,White-mahoganies,NA,umbra,NA,Eucalyptus umbra,NA,NA,tree,NA,NA,NA,NA,NA,25000,NA,NA,NA,NA,25000,NA,NA,NA,NA,"Tree to 25 m, sometimes a shrub to 4 m. Bark grey to grey-brown. Juvenile leaves ovate, dark green, shining. Adult leaves lanceolate, somewhat falcate, acuminate, oblique, thick, concolorous; petiole flattened. Peduncle flattened, angular or terete; pedicels angular. Operculum conical or rostrate; hypanthium hemispherical. Fruits hemispherical; valves 3 or 4, level","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2914,150.54916666666668,-33.665,150,123,48,4527,272,19,253,202,99,206,90,1219,181,52,38,478,167,444,207,Eucalyptus multicaulis,2000,Eucalyptus,Eucalyptus,Eucalyptus,Psathyroxyla,Considenianae,multicaulis,NA,Eucalyptus multicaulis,NA,NA,mallee,NA,7,75,5,7,6000,10,100,7,9,6000,8.5,87.5,6,8,"Mallee to 6 m. Bark smooth throughout, white, grey or grey-brown. Juvenile leaves ovate, slightly glaucous. Adult leaves lanceolate, acuminate, oblique, thick; lamina 7.5-10 cm long, 0.7-1 cm wide, dull, green; lateral veins faint, at approx 15Â°; intramarginal vein up to 3 mm from margin; petiole flattened or channelled, 10-18 mm long. Umbels 7-15-flowered; peduncle flattened, 10-15 mm long; pedicels 4-6 mm long. Operculum hemispherical, apiculate, 1-2 mm long, 3-5 mm wide; hypanthium obconical, 3-4 mm long, 3-5 mm wide. Fruits pyriform, 7-9 mm long, 5-7 mm wide; disc level or convex; valves 4, included. Seeds brown-black. Whipstick. Mallee. Ash. Fig. 60Eâ€“F","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2915,150.3763888888889,-33.77055555555555,130,111,46,4454,249,12,237,181,80,185,70,1323,177,57,33,494,198,448,255,Eucalyptus cunninghamii,2000,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Regulares,cunninghamii,NA,Eucalyptus cunninghamii,NA,NA,mallee,NA,3,40,NA,5,2000,8,100,NA,7,2000,5.5,70,NA,6,"Mallee to 2 m. Bark smooth throughout, grey, with insect â€˜scribblesâ€™. Juvenile leaves linear-lanceolate, shining, green, discolorous, glandular. Adult leaves narrowly lanceolate, acuminate or uncinate, thick; lamina 4-10 cm long, 0.3-0.8 cm wide, shining, green, slightly discolorous; lateral and intramarginal veins indistinct; petiole channelled, 4-8 mm long. Umbels 7-flowered; peduncle terete, 3-8 mm long; pedicels 2-3 mm long. Buds clavate; operculum conical, warty 1-2 mm long, 3-4 mm wide; hypanthium obconical, 3-4 mm long and wide. Fruits subglobular or suburceolate, 5-7 mm long and wide; disc moderately broad, descending; valves usually 3, included. Seeds brown. Cliff. Mallee. Ash. Fig. 61 Oâ€“P","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2916,150.40694444444446,-33.54666666666667,127,108,46,4467,246,13,233,179,76,182,67,1264,165,59,32,472,195,431,237,Eucalyptus blaxlandii,2000,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,blaxlandii,NA,Eucalyptus blaxlandii,NA,NA,tree,NA,15,70,7,6,35000,20,120,12,8,35000,17.5,95,9.5,7,"Tree to 35 m. Bark grey-brown. Juvenile leaves ovate, green, slightly hairy on lower surface, discolorous. Adult leaves broadly lanceolate, apiculate to acuminate; lamina 7-12 cm long, 1.5-2 cm wide, shining, green, concolorous; lateral veins clearly visible, at 30Â°â€“40Â°; intramarginal vein up to 2 mm from margin; petiole channelled, 5-12 mm long. Umbels 7-11-flowered; peduncle terete or angular, 7-14 mm long; pedicels absent. Buds clavate; operculum hemispherical or rarely conical, 2-4 mm long, 3-5 mm wide; hypanthium obconical, 3-4 mm long, 3-5 mm wide. Fruits subglobular or hemispherical, 6-8 mm long, 7-12 mm wide; disc broad, convex, ascending; valves 4 or 5, exserted. Blaxlandâ€™s Stringybark. Fig. 56Kâ€“L","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2917,150.98805555555555,-32.8725,161,126,49,4567,284,30,254,213,109,217,100,847,111,35,34,310,122,307,137,Eucalyptus prominula,2000,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,prominula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2920,152.36916666666667,-32.04388888888889,173,108,50,3808,271,58,213,218,129,219,122,1269,181,57,35,475,176,393,239,Eucalyptus rudderi,2000,Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae,NA,rudderi,NA,Eucalyptus rudderi,NA,NA,tree,NA,10,60,2,3,40000,30,140,4,5,40000,20,100,3,4,"Tree to 40 m. Bark subtessellated on trunk and larger branches, light grey, then smooth, grey to grey-brown above. Juvenile leaves lanceolate to ovate, green, discolorous. Adult leaves narrowly to broadly lanceolate, acuminate; lamina 6-14 cm long, 1-3 cm wide, green; lateral veins clearly visible, at 30Â°â€“40Â°; intramarginal vein up to 1 mm from margin; petiole terete, 15-24 mm long. Conflorescence terminal, paniculate; peduncle terete, 5-8 mm long; pedicels absent or to 4 mm long. Buds clavate or ovoid; operculum conical or hemispherical, 1-2 mm long, 2-3 mm wide; hypanthium hemispherical to subglobular, 2-3 mm long and wide. Fruits hemispherical to obconical, 3-5 mm long, 2-4 mm wide; disc narrow. Rudderâ€™s Box. Fig. 106Gâ€“H","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2927,152.20277777777775,-29.6125,139,119,50,4331,253,15,238,192,89,192,81,1127,167,48,41,456,156,456,163,Eucalyptus scopulorum,2000,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,scopulorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2930,151.71638888888887,-29.096666666666664,163,138,50,4839,292,20,272,222,134,222,97,777,104,34,38,301,121,301,124,Eucalyptus caleyi subsp. ovendenii,2000,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,caleyi,ovendenii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2932,151.45138888888889,-28.490555555555556,176,145,51,5064,310,26,284,236,107,236,107,697,88,37,32,255,117,255,117,Eucalyptus exserta,2000,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Exsertae,exserta,NA,Eucalyptus exserta,NA,NA,tree,NA,7,80,4,5,25000,17,180,9,8,25000,12,130,6.5,6.5,"Tree to 25 m. Bark rough, fibrous, hard, with longitudinal fissures on trunk and larger branches, then smooth and grey above. Juvenile leaves linear, green, concolorous. Adult leaves narrowly lanceolate to lanceolate, acute or acuminate, thin; lamina 8-18 cm long, 0.7-1.7 cm wide, slightly shining, green; lateral veins at 30Â°â€“40Â°; intramarginal vein up to 1 mm from margin; petiole terete or slightly flattened, 10-20 mm long. Umbels 7-flowered; peduncle thick, angular, 4-20 mm long; pedicels absent or angular, to 5 mm long. Buds ovoid or fusiform; operculum conical, 5-9 mm long, 4-6 mm wide; hypanthium obconical, 2-3 mm long, 4-6 mm wide. Fruits ovoid or subglobular, 5-8 mm long, 4-9 mm wide; disc broad, steeply ascending; valves usually 4, strongly exserted. Seeds brown-black. Queensland. Peppermint. Fig. 92Eâ€“F","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2935,152.1575,-27.52472222222222,185,136,52,4440,303,43,260,237,134,237,124,880,127,33,42,359,114,359,125,Eucalyptus helidonica,2000,Eucalyptus,Eucalyptus,Eucalyptus,White-mahoganies,NA,helidonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2937,152.20277777777775,-29.6125,139,119,50,4331,253,15,238,192,89,192,81,1127,167,48,41,456,156,456,163,Eucalyptus tereticornis subsp. basaltica,2000,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,tereticornis,basaltica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2941,151.9402777777778,-30.07361111111111,128,121,49,4494,246,3,243,183,68,183,68,901,137,44,39,357,137,357,137,Eucalyptus dalrympleana subsp. heptantha,2000,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,dalrympleana,heptantha,Eucalyptus dalrympleana,heptantha,NA,tree,NA,NA,NA,5,5,30000,NA,NA,9,7,30000,NA,NA,7,6,"Tree to 30 m. Adult leaves: lamina 10-22 cm long, 1.5-3 cm wide. Umbels 7-flowered; peduncle 4-7 mm long. Operculum 2-4 mm long, 3-4 mm wide; hypanthium 2-3 mm long, 3-4 mm wide. Fruits 5-7 mm long and wide. Mountain. Gum. Fig. 97Câ€“D","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2943,151.9402777777778,-30.07361111111111,128,121,49,4494,246,3,243,183,68,183,68,901,137,44,39,357,137,357,137,Eucalyptus caliginosa,2000,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,caliginosa,NA,Eucalyptus caliginosa,NA,NA,tree,NA,20,100,4,6,27000,30,150,7,9,27000,25,125,5.5,7.5,"Tree to 27 m. Bark grey. Juvenile leaves ovate, undulate, green, discolorous. Adult leaves broadly lanceolate, falcate, acuminate, thick; lamina 10-15 cm long, 2-3 cm wide, green, slightly shining, concolorous; lateral veins just visible, at 15Â°â€“30Â°; intramarginal vein up to 2 mm from margin; petiole flattened or channelled, 7-12 mm long. Umbels 7-11-flowered or sometimes more; peduncle flattened, 7-15 mm long; pedicels 1-4 mm long. Buds fusiform or ovoid; operculum conical, 4-5 mm long and wide; hypanthium obconical, 2-3 mm long, 4-5 mm wide. Fruits hemispherical to subglobular, 6-9 mm long, 4-7 mm wide; disc broad, level or convex; valves 3 or 4, exserted. Broad-leaved. Stringybark. Fig. 57Gâ€“H","Flora of Australia Volume 19, Myrtaceae, Eucalyptus, Angophora, Australian Government Publishing Service, Canberra (1988)"
2948,151.18416666666667,-31.466666666666665,123,127,49,4858,252,-7,259,183,127,183,59,953,123,56,21,306,197,306,213,Eucalyptus elliptica,2000,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,elliptica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
